"subjects"	"cluster.id"
"4138"	"subject4138"	1
"4139"	"subject4139"	2
"4140"	"subject4140"	1
"4141"	"subject4141"	1
"4142"	"subject4142"	3
"4143"	"subject4143"	1
"4144"	"subject4144"	2
"4145"	"subject4145"	2
"4146"	"subject4146"	3
"4147"	"subject4147"	3
"4148"	"subject4148"	4
"4149"	"subject4149"	2
"4150"	"subject4150"	1
"4151"	"subject4151"	4
"4152"	"subject4152"	3
"4153"	"subject4153"	5
"4154"	"subject4154"	5
"4155"	"subject4155"	3
"4156"	"subject4156"	4
"4157"	"subject4157"	2
"4158"	"subject4158"	1
"4159"	"subject4159"	5
"4160"	"subject4160"	3
"4161"	"subject4161"	1
"4162"	"subject4162"	4
"4163"	"subject4163"	4
"4164"	"subject4164"	4
"4165"	"subject4165"	4
"4166"	"subject4166"	3
"4167"	"subject4167"	2
"4168"	"subject4168"	1
"4169"	"subject4169"	2
"4170"	"subject4170"	4
"4171"	"subject4171"	3
"4172"	"subject4172"	4
"4173"	"subject4173"	5
"4174"	"subject4174"	1
"4175"	"subject4175"	4
"4176"	"subject4176"	4
"4177"	"subject4177"	5
"4178"	"subject4178"	4
"4179"	"subject4179"	2
"4180"	"subject4180"	2
"4181"	"subject4181"	4
"4182"	"subject4182"	4
"4183"	"subject4183"	5
"4184"	"subject4184"	1
"4185"	"subject4185"	1
"4186"	"subject4186"	1
"4187"	"subject4187"	1
"4188"	"subject4188"	3
"4189"	"subject4189"	4
"4190"	"subject4190"	4
"4191"	"subject4191"	4
"4192"	"subject4192"	2
"4193"	"subject4193"	1
"4194"	"subject4194"	3
"4195"	"subject4195"	2
"4196"	"subject4196"	3
"4197"	"subject4197"	2
"4198"	"subject4198"	3
"4199"	"subject4199"	2
"4200"	"subject4200"	4
"4201"	"subject4201"	3
"4202"	"subject4202"	1
"4203"	"subject4203"	1
"4204"	"subject4204"	1
"4205"	"subject4205"	2
"4206"	"subject4206"	5
"4207"	"subject4207"	2
"4208"	"subject4208"	1
"4209"	"subject4209"	2
"4210"	"subject4210"	1
"4211"	"subject4211"	2
"4212"	"subject4212"	5
"4213"	"subject4213"	4
"4214"	"subject4214"	5
"4215"	"subject4215"	3
"4216"	"subject4216"	1
"4217"	"subject4217"	2
"4218"	"subject4218"	3
"4219"	"subject4219"	3
"4220"	"subject4220"	2
"4221"	"subject4221"	3
"4222"	"subject4222"	1
"4223"	"subject4223"	4
"4224"	"subject4224"	2
"4225"	"subject4225"	2
"4226"	"subject4226"	5
"4227"	"subject4227"	3
"4228"	"subject4228"	3
"4229"	"subject4229"	2
"4230"	"subject4230"	5
"4231"	"subject4231"	3
"4232"	"subject4232"	2
"4233"	"subject4233"	5
"4234"	"subject4234"	5
"4235"	"subject4235"	1
"4236"	"subject4236"	3
"4237"	"subject4237"	2
"4238"	"subject4238"	1
"4239"	"subject4239"	3
"4240"	"subject4240"	4
"4241"	"subject4241"	1
"4242"	"subject4242"	4
"4243"	"subject4243"	2
"4244"	"subject4244"	2
"4245"	"subject4245"	1
"4246"	"subject4246"	2
"4247"	"subject4247"	1
"4248"	"subject4248"	3
"4249"	"subject4249"	2
"4250"	"subject4250"	4
"4251"	"subject4251"	3
"4252"	"subject4252"	4
"4253"	"subject4253"	4
"4254"	"subject4254"	3
"4255"	"subject4255"	3
"4256"	"subject4256"	3
"4257"	"subject4257"	5
"4258"	"subject4258"	4
"4259"	"subject4259"	4
"4260"	"subject4260"	5
"4261"	"subject4261"	1
"4262"	"subject4262"	4
"4263"	"subject4263"	4
"4264"	"subject4264"	4
"4265"	"subject4265"	2
"4266"	"subject4266"	5
"4267"	"subject4267"	4
"4268"	"subject4268"	4
"4269"	"subject4269"	3
"4270"	"subject4270"	1
"4271"	"subject4271"	2
"4272"	"subject4272"	3
"4273"	"subject4273"	1
"4274"	"subject4274"	1
"4275"	"subject4275"	5
"4276"	"subject4276"	3
"4277"	"subject4277"	1
"4278"	"subject4278"	3
"4279"	"subject4279"	4
"4280"	"subject4280"	2
"4281"	"subject4281"	1
"4282"	"subject4282"	5
"4283"	"subject4283"	4
"4284"	"subject4284"	2
"4285"	"subject4285"	1
"4286"	"subject4286"	3
"4287"	"subject4287"	3
"4288"	"subject4288"	5
"4289"	"subject4289"	3
"4290"	"subject4290"	5
"4291"	"subject4291"	1
"4292"	"subject4292"	4
"4293"	"subject4293"	2
"4294"	"subject4294"	3
"4295"	"subject4295"	1
"4296"	"subject4296"	1
"4297"	"subject4297"	3
"4298"	"subject4298"	4
"4299"	"subject4299"	1
"4300"	"subject4300"	2
"4301"	"subject4301"	5
"4302"	"subject4302"	3
"4303"	"subject4303"	2
"4304"	"subject4304"	5
"4305"	"subject4305"	1
"4306"	"subject4306"	4
"4307"	"subject4307"	3
"4308"	"subject4308"	1
"4309"	"subject4309"	4
"4310"	"subject4310"	2
"4311"	"subject4311"	1
"4312"	"subject4312"	4
"4313"	"subject4313"	1
"4314"	"subject4314"	3
"4315"	"subject4315"	4
"4316"	"subject4316"	3
"4317"	"subject4317"	2
"4318"	"subject4318"	4
"4319"	"subject4319"	4
"4320"	"subject4320"	2
"4321"	"subject4321"	3
"4322"	"subject4322"	3
"4323"	"subject4323"	5
"4324"	"subject4324"	1
"4325"	"subject4325"	4
"4326"	"subject4326"	2
"4327"	"subject4327"	2
"4328"	"subject4328"	5
"4329"	"subject4329"	4
"4330"	"subject4330"	4
"4331"	"subject4331"	4
"4332"	"subject4332"	4
"4333"	"subject4333"	1
"4334"	"subject4334"	5
"4335"	"subject4335"	4
"4336"	"subject4336"	2
"4337"	"subject4337"	1
"4338"	"subject4338"	1
"4339"	"subject4339"	1
"4340"	"subject4340"	5
"4341"	"subject4341"	4
"4342"	"subject4342"	2
"4343"	"subject4343"	5
"4344"	"subject4344"	1
"4345"	"subject4345"	1
"4346"	"subject4346"	2
"4347"	"subject4347"	5
"4348"	"subject4348"	5
"4349"	"subject4349"	4
"4350"	"subject4350"	1
"4351"	"subject4351"	1
"4352"	"subject4352"	3
"4353"	"subject4353"	1
"4354"	"subject4354"	4
"4355"	"subject4355"	2
"4356"	"subject4356"	4
"4357"	"subject4357"	2
"4358"	"subject4358"	5
"4359"	"subject4359"	1
"4360"	"subject4360"	5
"4361"	"subject4361"	4
"4362"	"subject4362"	1
"4363"	"subject4363"	4
"4364"	"subject4364"	1
"4365"	"subject4365"	3
"4366"	"subject4366"	1
"4367"	"subject4367"	4
"4368"	"subject4368"	5
"4369"	"subject4369"	5
"4370"	"subject4370"	3
"4371"	"subject4371"	2
"4372"	"subject4372"	1
"4373"	"subject4373"	1
"4374"	"subject4374"	3
"4375"	"subject4375"	3
"4376"	"subject4376"	3
"4377"	"subject4377"	3
"4378"	"subject4378"	1
"4379"	"subject4379"	3
"4380"	"subject4380"	4
"4381"	"subject4381"	4
"4382"	"subject4382"	1
"4383"	"subject4383"	2
"4384"	"subject4384"	4
"4385"	"subject4385"	2
"4386"	"subject4386"	3
"4387"	"subject4387"	2
"4388"	"subject4388"	4
"4389"	"subject4389"	5
"4390"	"subject4390"	5
"4391"	"subject4391"	4
"4392"	"subject4392"	1
"4393"	"subject4393"	3
"4394"	"subject4394"	3
"4395"	"subject4395"	1
"4396"	"subject4396"	1
"4397"	"subject4397"	4
"4398"	"subject4398"	1
"4399"	"subject4399"	1
"4400"	"subject4400"	4
"4401"	"subject4401"	1
"4402"	"subject4402"	5
"4403"	"subject4403"	4
"4404"	"subject4404"	4
"4405"	"subject4405"	4
"4406"	"subject4406"	4
"4407"	"subject4407"	4
"4408"	"subject4408"	3
"4409"	"subject4409"	1
"4410"	"subject4410"	4
"4411"	"subject4411"	3
"4412"	"subject4412"	2
"4413"	"subject4413"	4
"4414"	"subject4414"	3
"4415"	"subject4415"	5
"4416"	"subject4416"	1
"4417"	"subject4417"	5
"4418"	"subject4418"	2
"4419"	"subject4419"	1
"4420"	"subject4420"	4
"4421"	"subject4421"	3
"4422"	"subject4422"	2
"4423"	"subject4423"	3
"4424"	"subject4424"	5
"4425"	"subject4425"	5
"4426"	"subject4426"	4
"4427"	"subject4427"	5
"4428"	"subject4428"	5
"4429"	"subject4429"	5
"4430"	"subject4430"	1
"4431"	"subject4431"	3
"4432"	"subject4432"	3
"4433"	"subject4433"	1
"4434"	"subject4434"	5
"4435"	"subject4435"	4
"4436"	"subject4436"	1
"4437"	"subject4437"	2
"4438"	"subject4438"	5
"4439"	"subject4439"	3
"4440"	"subject4440"	3
"4441"	"subject4441"	3
"4442"	"subject4442"	5
"4443"	"subject4443"	3
"4444"	"subject4444"	1
"4445"	"subject4445"	2
"4446"	"subject4446"	4
"4447"	"subject4447"	4
"4448"	"subject4448"	4
"4449"	"subject4449"	4
"4450"	"subject4450"	5
"4451"	"subject4451"	1
"4452"	"subject4452"	3
"4453"	"subject4453"	3
"4454"	"subject4454"	4
"4455"	"subject4455"	5
"4456"	"subject4456"	5
"4457"	"subject4457"	2
"4458"	"subject4458"	1
"4459"	"subject4459"	3
"4460"	"subject4460"	2
"4461"	"subject4461"	5
"4462"	"subject4462"	2
"4463"	"subject4463"	5
"4464"	"subject4464"	4
"4465"	"subject4465"	2
"4466"	"subject4466"	2
"4467"	"subject4467"	2
"4468"	"subject4468"	3
"4469"	"subject4469"	4
"4470"	"subject4470"	2
"4471"	"subject4471"	3
"4472"	"subject4472"	1
"4473"	"subject4473"	4
"4474"	"subject4474"	4
"4475"	"subject4475"	3
"4476"	"subject4476"	1
"4477"	"subject4477"	2
"4478"	"subject4478"	2
"4479"	"subject4479"	5
"4480"	"subject4480"	2
"4481"	"subject4481"	1
"4482"	"subject4482"	4
"4483"	"subject4483"	1
"4484"	"subject4484"	5
"4485"	"subject4485"	1
"4486"	"subject4486"	3
"4487"	"subject4487"	1
"4488"	"subject4488"	3
"4489"	"subject4489"	3
"4490"	"subject4490"	3
"4491"	"subject4491"	2
"4492"	"subject4492"	1
"4493"	"subject4493"	1
"4494"	"subject4494"	5
"4495"	"subject4495"	3
"4496"	"subject4496"	2
"4497"	"subject4497"	1
"4498"	"subject4498"	5
"4499"	"subject4499"	1
"4500"	"subject4500"	1
"4501"	"subject4501"	1
"4502"	"subject4502"	1
"4503"	"subject4503"	5
"4504"	"subject4504"	4
"4505"	"subject4505"	2
"4506"	"subject4506"	3
"4507"	"subject4507"	4
"4508"	"subject4508"	4
"4509"	"subject4509"	3
"4510"	"subject4510"	3
"4511"	"subject4511"	1
"4512"	"subject4512"	2
"4513"	"subject4513"	3
"4514"	"subject4514"	4
"4515"	"subject4515"	2
"4516"	"subject4516"	3
"4517"	"subject4517"	4
"4518"	"subject4518"	3
"4519"	"subject4519"	2
"4520"	"subject4520"	1
"4521"	"subject4521"	3
"4522"	"subject4522"	2
"4523"	"subject4523"	4
"4524"	"subject4524"	4
"4525"	"subject4525"	3
"4526"	"subject4526"	2
"4527"	"subject4527"	1
"4528"	"subject4528"	5
"4529"	"subject4529"	5
"4530"	"subject4530"	4
"4531"	"subject4531"	2
"4532"	"subject4532"	5
"4533"	"subject4533"	3
"4534"	"subject4534"	3
"4535"	"subject4535"	1
"4536"	"subject4536"	2
"4537"	"subject4537"	4
"4538"	"subject4538"	1
"4539"	"subject4539"	3
"4540"	"subject4540"	1
"4541"	"subject4541"	3
"4542"	"subject4542"	1
"4543"	"subject4543"	1
"4544"	"subject4544"	2
"4545"	"subject4545"	4
"4546"	"subject4546"	3
"4547"	"subject4547"	4
"4548"	"subject4548"	4
"4549"	"subject4549"	2
"4550"	"subject4550"	2
"4551"	"subject4551"	1
"4552"	"subject4552"	1
"4553"	"subject4553"	1
"4554"	"subject4554"	2
"4555"	"subject4555"	1
"4556"	"subject4556"	2
"4557"	"subject4557"	2
"4558"	"subject4558"	1
"4559"	"subject4559"	3
"4560"	"subject4560"	3
"4561"	"subject4561"	1
"4562"	"subject4562"	2
"4563"	"subject4563"	4
"4564"	"subject4564"	1
"4565"	"subject4565"	2
"4566"	"subject4566"	5
"4567"	"subject4567"	2
"4568"	"subject4568"	1
"4569"	"subject4569"	2
"4570"	"subject4570"	4
"4571"	"subject4571"	3
"4572"	"subject4572"	4
"4573"	"subject4573"	5
"4574"	"subject4574"	2
"4575"	"subject4575"	1
"4576"	"subject4576"	2
"4577"	"subject4577"	4
"4578"	"subject4578"	3
"4579"	"subject4579"	2
"4580"	"subject4580"	4
"4581"	"subject4581"	2
"4582"	"subject4582"	1
"4583"	"subject4583"	5
"4584"	"subject4584"	5
"4585"	"subject4585"	4
"4586"	"subject4586"	4
"4587"	"subject4587"	1
"4588"	"subject4588"	5
"4589"	"subject4589"	1
"4590"	"subject4590"	3
"4591"	"subject4591"	3
"4592"	"subject4592"	4
"4593"	"subject4593"	5
"4594"	"subject4594"	1
"4595"	"subject4595"	3
"4596"	"subject4596"	3
"4597"	"subject4597"	4
"4598"	"subject4598"	1
"4599"	"subject4599"	1
"4600"	"subject4600"	3
"4601"	"subject4601"	2
"4602"	"subject4602"	4
"4603"	"subject4603"	3
"4604"	"subject4604"	2
"4605"	"subject4605"	2
"4606"	"subject4606"	4
"4607"	"subject4607"	2
"4608"	"subject4608"	2
"4609"	"subject4609"	2
"4610"	"subject4610"	4
"4611"	"subject4611"	5
"4612"	"subject4612"	1
"4613"	"subject4613"	5
"4614"	"subject4614"	5
"4615"	"subject4615"	5
"4616"	"subject4616"	1
"4617"	"subject4617"	1
"4618"	"subject4618"	1
"4619"	"subject4619"	3
"4620"	"subject4620"	3
"4621"	"subject4621"	1
"4622"	"subject4622"	4
"4623"	"subject4623"	5
"4624"	"subject4624"	2
"4625"	"subject4625"	4
"4626"	"subject4626"	2
"4627"	"subject4627"	5
"4628"	"subject4628"	1
"4629"	"subject4629"	3
"4630"	"subject4630"	4
"4631"	"subject4631"	1
"4632"	"subject4632"	1
"4633"	"subject4633"	4
"4634"	"subject4634"	1
"4635"	"subject4635"	2
"4636"	"subject4636"	2
"4637"	"subject4637"	1
"4638"	"subject4638"	5
"4639"	"subject4639"	1
"4640"	"subject4640"	3
"4641"	"subject4641"	3
"4642"	"subject4642"	1
"4643"	"subject4643"	1
"4644"	"subject4644"	1
"4645"	"subject4645"	1
"4646"	"subject4646"	1
"4647"	"subject4647"	1
"4648"	"subject4648"	3
"4649"	"subject4649"	3
"4650"	"subject4650"	2
"4651"	"subject4651"	2
"4652"	"subject4652"	5
"4653"	"subject4653"	4
"4654"	"subject4654"	4
"4655"	"subject4655"	4
"4656"	"subject4656"	5
"4657"	"subject4657"	5
"4658"	"subject4658"	1
"4659"	"subject4659"	2
"4660"	"subject4660"	2
"4661"	"subject4661"	3
"4662"	"subject4662"	4
"4663"	"subject4663"	4
"4664"	"subject4664"	3
"4665"	"subject4665"	1
"4666"	"subject4666"	2
"4667"	"subject4667"	1
"4668"	"subject4668"	3
"4669"	"subject4669"	1
"4670"	"subject4670"	1
"4671"	"subject4671"	1
"4672"	"subject4672"	1
"4673"	"subject4673"	2
"4674"	"subject4674"	3
"4675"	"subject4675"	4
"4676"	"subject4676"	5
"4677"	"subject4677"	3
"4678"	"subject4678"	2
"4679"	"subject4679"	4
"4680"	"subject4680"	2
"4681"	"subject4681"	3
"4682"	"subject4682"	1
"4683"	"subject4683"	2
"4684"	"subject4684"	2
"4685"	"subject4685"	3
"4686"	"subject4686"	3
"4687"	"subject4687"	2
"4688"	"subject4688"	3
"4689"	"subject4689"	5
"4690"	"subject4690"	2
"4691"	"subject4691"	2
"4692"	"subject4692"	1
"4693"	"subject4693"	4
"4694"	"subject4694"	1
"4695"	"subject4695"	3
"4696"	"subject4696"	3
"4697"	"subject4697"	5
"4698"	"subject4698"	4
"4699"	"subject4699"	1
"4700"	"subject4700"	2
"4701"	"subject4701"	2
"4702"	"subject4702"	4
"4703"	"subject4703"	3
"4704"	"subject4704"	1
"4705"	"subject4705"	4
"4706"	"subject4706"	4
"4707"	"subject4707"	5
"4708"	"subject4708"	3
"4709"	"subject4709"	1
"4710"	"subject4710"	1
"4711"	"subject4711"	1
"4712"	"subject4712"	3
"4713"	"subject4713"	4
"4714"	"subject4714"	4
"4715"	"subject4715"	1
"4716"	"subject4716"	1
"4717"	"subject4717"	3
"4718"	"subject4718"	5
"4719"	"subject4719"	4
"4720"	"subject4720"	4
"4721"	"subject4721"	1
"4722"	"subject4722"	2
"4723"	"subject4723"	5
"4724"	"subject4724"	2
"4725"	"subject4725"	1
"4726"	"subject4726"	5
"4727"	"subject4727"	2
"4728"	"subject4728"	2
"4729"	"subject4729"	3
"4730"	"subject4730"	5
"4731"	"subject4731"	5
"4732"	"subject4732"	5
"4733"	"subject4733"	2
"4734"	"subject4734"	2
"4735"	"subject4735"	3
"4736"	"subject4736"	2
"4737"	"subject4737"	1
"4738"	"subject4738"	1
"4739"	"subject4739"	4
"4740"	"subject4740"	5
"4741"	"subject4741"	5
"4742"	"subject4742"	3
"4743"	"subject4743"	2
"4744"	"subject4744"	4
"4745"	"subject4745"	4
"4746"	"subject4746"	3
"4747"	"subject4747"	3
"4748"	"subject4748"	4
"4749"	"subject4749"	2
"4750"	"subject4750"	2
"4751"	"subject4751"	3
"4752"	"subject4752"	1
"4753"	"subject4753"	3
"4754"	"subject4754"	2
"4755"	"subject4755"	1
"4756"	"subject4756"	3
"4757"	"subject4757"	1
"4758"	"subject4758"	3
"4759"	"subject4759"	1
"4760"	"subject4760"	4
"4761"	"subject4761"	4
"4762"	"subject4762"	1
"4763"	"subject4763"	3
"4764"	"subject4764"	4
"4765"	"subject4765"	2
"4766"	"subject4766"	4
"4767"	"subject4767"	1
"4768"	"subject4768"	2
"4769"	"subject4769"	3
"4770"	"subject4770"	4
"4771"	"subject4771"	5
"4772"	"subject4772"	1
"4773"	"subject4773"	2
"4774"	"subject4774"	4
"4775"	"subject4775"	5
"4776"	"subject4776"	1
"4777"	"subject4777"	2
"4778"	"subject4778"	4
"4779"	"subject4779"	5
"4780"	"subject4780"	3
"4781"	"subject4781"	3
"4782"	"subject4782"	4
"4783"	"subject4783"	1
"4784"	"subject4784"	4
"4785"	"subject4785"	4
"4786"	"subject4786"	1
"4787"	"subject4787"	5
"4788"	"subject4788"	3
"4789"	"subject4789"	5
"4790"	"subject4790"	5
"4791"	"subject4791"	1
"4792"	"subject4792"	3
"4793"	"subject4793"	1
"4794"	"subject4794"	5
"4795"	"subject4795"	4
"4796"	"subject4796"	1
"4797"	"subject4797"	1
"4798"	"subject4798"	3
"4799"	"subject4799"	5
"4800"	"subject4800"	1
"4801"	"subject4801"	1
"4802"	"subject4802"	4
"4803"	"subject4803"	5
"4804"	"subject4804"	1
"4805"	"subject4805"	1
"4806"	"subject4806"	3
"4807"	"subject4807"	3
"4808"	"subject4808"	1
"4809"	"subject4809"	2
"4810"	"subject4810"	3
"4811"	"subject4811"	4
"4812"	"subject4812"	4
"4813"	"subject4813"	1
"4814"	"subject4814"	5
"4815"	"subject4815"	4
"4816"	"subject4816"	1
"4817"	"subject4817"	3
"4818"	"subject4818"	1
"4819"	"subject4819"	2
"4820"	"subject4820"	2
"4821"	"subject4821"	3
"4822"	"subject4822"	4
"4823"	"subject4823"	1
"4824"	"subject4824"	5
"4825"	"subject4825"	1
"4826"	"subject4826"	1
"4827"	"subject4827"	4
"4828"	"subject4828"	1
"4829"	"subject4829"	2
"4830"	"subject4830"	1
"4831"	"subject4831"	2
"4832"	"subject4832"	3
"4833"	"subject4833"	5
"4834"	"subject4834"	1
"4835"	"subject4835"	2
"4836"	"subject4836"	5
"4837"	"subject4837"	3
"4838"	"subject4838"	1
"4839"	"subject4839"	5
"4840"	"subject4840"	2
"4841"	"subject4841"	4
"4842"	"subject4842"	1
"4843"	"subject4843"	2
"4844"	"subject4844"	2
"4845"	"subject4845"	1
"4846"	"subject4846"	3
"4847"	"subject4847"	5
"4848"	"subject4848"	2
"4849"	"subject4849"	2
"4850"	"subject4850"	5
"4851"	"subject4851"	2
"4852"	"subject4852"	4
"4853"	"subject4853"	1
"4854"	"subject4854"	3
"4855"	"subject4855"	3
"4856"	"subject4856"	5
"4857"	"subject4857"	1
"4858"	"subject4858"	1
"4859"	"subject4859"	3
"4860"	"subject4860"	4
"4861"	"subject4861"	5
"4862"	"subject4862"	5
"4863"	"subject4863"	4
"4864"	"subject4864"	1
"4865"	"subject4865"	4
"4866"	"subject4866"	4
"4867"	"subject4867"	5
"4868"	"subject4868"	4
"4869"	"subject4869"	3
"4870"	"subject4870"	4
"4871"	"subject4871"	3
"4872"	"subject4872"	2
"4873"	"subject4873"	3
"4874"	"subject4874"	3
"4875"	"subject4875"	3
"4876"	"subject4876"	2
"4877"	"subject4877"	2
"4878"	"subject4878"	1
"4879"	"subject4879"	2
"4880"	"subject4880"	3
"4881"	"subject4881"	4
"4882"	"subject4882"	3
"4883"	"subject4883"	5
"4884"	"subject4884"	5
"4885"	"subject4885"	4
"4886"	"subject4886"	1
"4887"	"subject4887"	2
"4888"	"subject4888"	3
"4889"	"subject4889"	5
"4890"	"subject4890"	3
"4891"	"subject4891"	3
"4892"	"subject4892"	4
"4893"	"subject4893"	2
"4894"	"subject4894"	4
"4895"	"subject4895"	1
"4896"	"subject4896"	5
"4897"	"subject4897"	2
"4898"	"subject4898"	1
"4899"	"subject4899"	4
"4900"	"subject4900"	4
"4901"	"subject4901"	4
"4902"	"subject4902"	2
"4903"	"subject4903"	4
"4904"	"subject4904"	4
"4905"	"subject4905"	5
"4906"	"subject4906"	4
"4907"	"subject4907"	4
"4908"	"subject4908"	3
"4909"	"subject4909"	4
"4910"	"subject4910"	5
"4911"	"subject4911"	1
"4912"	"subject4912"	3
"4913"	"subject4913"	5
"4914"	"subject4914"	4
"4915"	"subject4915"	4
"4916"	"subject4916"	1
"4917"	"subject4917"	3
"4918"	"subject4918"	4
"4919"	"subject4919"	1
"4920"	"subject4920"	2
"4921"	"subject4921"	3
"4922"	"subject4922"	5
"4923"	"subject4923"	4
"4924"	"subject4924"	3
"4925"	"subject4925"	4
"4926"	"subject4926"	1
"4927"	"subject4927"	1
"4928"	"subject4928"	1
"4929"	"subject4929"	4
"4930"	"subject4930"	4
"4931"	"subject4931"	5
"4932"	"subject4932"	1
"4933"	"subject4933"	3
"4934"	"subject4934"	4
"4935"	"subject4935"	1
"4936"	"subject4936"	5
"4937"	"subject4937"	1
"4938"	"subject4938"	2
"4939"	"subject4939"	1
"4940"	"subject4940"	2
"4941"	"subject4941"	3
"4942"	"subject4942"	1
"4943"	"subject4943"	2
"4944"	"subject4944"	3
"4945"	"subject4945"	3
"4946"	"subject4946"	4
"4947"	"subject4947"	1
"4948"	"subject4948"	4
"4949"	"subject4949"	1
"4950"	"subject4950"	3
"4951"	"subject4951"	3
"4952"	"subject4952"	3
"4953"	"subject4953"	5
"4954"	"subject4954"	4
"4955"	"subject4955"	2
"4956"	"subject4956"	4
"4957"	"subject4957"	5
"4958"	"subject4958"	1
"4959"	"subject4959"	3
"4960"	"subject4960"	3
"4961"	"subject4961"	5
"4962"	"subject4962"	2
"4963"	"subject4963"	2
"4964"	"subject4964"	3
"4965"	"subject4965"	5
"4966"	"subject4966"	3
"4967"	"subject4967"	1
"4968"	"subject4968"	1
"4969"	"subject4969"	5
"4970"	"subject4970"	2
"4971"	"subject4971"	2
"4972"	"subject4972"	4
"4973"	"subject4973"	4
"4974"	"subject4974"	4
"4975"	"subject4975"	1
"4976"	"subject4976"	4
"4977"	"subject4977"	1
"4978"	"subject4978"	1
"4979"	"subject4979"	5
"4980"	"subject4980"	1
"4981"	"subject4981"	1
"4982"	"subject4982"	2
"4983"	"subject4983"	1
"4984"	"subject4984"	1
"4985"	"subject4985"	1
"4986"	"subject4986"	1
"4987"	"subject4987"	1
"4988"	"subject4988"	4
"4989"	"subject4989"	2
"4990"	"subject4990"	3
"4991"	"subject4991"	4
"4992"	"subject4992"	4
"4993"	"subject4993"	3
"4994"	"subject4994"	5
"4995"	"subject4995"	1
"4996"	"subject4996"	3
"4997"	"subject4997"	1
"4998"	"subject4998"	3
"4999"	"subject4999"	3
"5000"	"subject5000"	4
